age,target_n,rr,rr_lower,rr_upper,contrast,label,evalue_point,evalue_ci_limit,direction,interpretation
29,1898168,1.01058241006916,1.00245809203554,1.01877257079888,prepregnancy,Prepregnancy smoking vs none,1.11399613001014,1.05209813889284,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
30,1919128,1.03684574271627,1.02905247274066,1.04469803306112,prepregnancy,Prepregnancy smoking vs none,1.23230251919788,1.20195857128263,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
31,1911762,1.06432519794877,1.05657029883529,1.07213701562254,prepregnancy,Prepregnancy smoking vs none,1.32597941450168,1.30105035435231,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
32,1821134,1.09200116504495,1.08366951591375,1.10039687095382,prepregnancy,Prepregnancy smoking vs none,1.40896390641147,1.38478428441073,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
33,1685860,1.11875838762217,1.1093399009413,1.12825683887592,prepregnancy,Prepregnancy smoking vs none,1.48326070894919,1.45761438303718,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
34,1526013,1.14336760162684,1.13277921019888,1.15405496559246,prepregnancy,Prepregnancy smoking vs none,1.54824026163622,1.52060588393332,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
35,1336272,1.16444409176715,1.15304313337004,1.17595777955713,prepregnancy,Prepregnancy smoking vs none,1.60203516924048,1.57312090479071,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
36,1115942,1.18099056770936,1.16928384925711,1.19281449231048,prepregnancy,Prepregnancy smoking vs none,1.64331962077559,1.61418931211008,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
37,892411,1.19306034429116,1.18110428775925,1.20513742932944,prepregnancy,Prepregnancy smoking vs none,1.67299017335889,1.64360082915609,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
38,695545,1.20108833358275,1.18814325890582,1.21417444761426,prepregnancy,Prepregnancy smoking vs none,1.69254011299334,1.66094463874467,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
39,531877,1.20575303175379,1.19041381608991,1.22128990266495,prepregnancy,Prepregnancy smoking vs none,1.7038367012609,1.66651384491561,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
40,379580,1.20711289529427,1.18792735925994,1.22660828595907,prepregnancy,Prepregnancy smoking vs none,1.70712154191095,1.66041445074325,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
41,257793,1.20616032288226,1.18195707551138,1.23085918654533,prepregnancy,Prepregnancy smoking vs none,1.70482093052355,1.64570857452786,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
42,164709,1.20316264985885,1.17318602482816,1.23390522166116,prepregnancy,Prepregnancy smoking vs none,1.69756907392363,1.62394030825089,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
43,97685,1.19910058063662,1.16283196442414,1.23650041147186,prepregnancy,Prepregnancy smoking vs none,1.68771251443118,1.59797126747819,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
44,54186,1.1938773226894,1.15115373563423,1.2381865406072,prepregnancy,Prepregnancy smoking vs none,1.67498618660963,1.56828823124735,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
45,28835,1.1886390998565,1.13933274291394,1.24007926437202,prepregnancy,Prepregnancy smoking vs none,1.66216186578352,1.53776260645565,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
